room	room_header	state	entry_door	fx_list	selected_record	expected_type	actual_type	expected_base_y	actual_base_y	target_y	velocity	liquid_options	classification
$05/$07	DCB1	DCDD	default	A074	A074	None	None	FFFF	FFFF	FFFF	0000	00	None
$05/$07	DCB1	DCDD	AA2C	A074	A074	None	None	FFFF	FFFF	FFFF	0000	00	None
$05/$07	DCB1	DCDD	AA50	A074	A074	None	None	FFFF	FFFF	FFFF	0000	00	None
$05/$08	DCFF	DD0C	default	A084	A084	None	None	FFFF	FFFF	FFFF	0000	00	None
$05/$08	DCFF	DD0C	AA44	A084	A084	None	None	FFFF	FFFF	FFFF	0000	00	None
$05/$08	DCFF	DD0C	AA74	A084	A084	None	None	FFFF	FFFF	FFFF	0000	00	None
$05/$08	DCFF	DD0C	AA98	A084	A084	None	None	FFFF	FFFF	FFFF	0000	00	None
$05/$09	DD2E	DD3B	default	A094	A094	None	None	FFFF	FFFF	FFFF	0000	00	None
$05/$09	DD2E	DD3B	AA68	A094	A094	None	None	FFFF	FFFF	FFFF	0000	00	None
$05/$0A	DD58	DD6E	default	A0A4	A0A4	Acid	Acid	00E8	00E8	FFFF	0000	01	VisibleLavaOrAcid
$05/$0A	DD58	DD6E	AAC8	A0A4	A0A4	Acid	Acid	00E8	00E8	FFFF	0000	01	VisibleLavaOrAcid
$05/$0A	DD58	DD6E	AAE0	A0A4	A0A4	Acid	Acid	00E8	00E8	FFFF	0000	01	VisibleLavaOrAcid
$05/$0A	DD58	DD88	default	A0A4	A0A4	Acid	Acid	00E8	00E8	FFFF	0000	01	VisibleLavaOrAcid
$05/$0A	DD58	DD88	AAC8	A0A4	A0A4	Acid	Acid	00E8	00E8	FFFF	0000	01	VisibleLavaOrAcid
$05/$0A	DD58	DD88	AAE0	A0A4	A0A4	Acid	Acid	00E8	00E8	FFFF	0000	01	VisibleLavaOrAcid
$05/$0A	DD58	DDA2	default	A188	none	None	None	0000	0000	0000	0000	00	None
$05/$0A	DD58	DDA2	AAC8	A188	none	None	None	0000	0000	0000	0000	00	None
$05/$0A	DD58	DDA2	AAE0	A188	none	None	None	0000	0000	0000	0000	00	None
$05/$0B	DDC4	DDD1	default	A0D4	A0D4	None	None	FFFF	FFFF	FFFF	0000	00	None
$05/$0B	DDC4	DDD1	AA5C	A0D4	A0D4	None	None	FFFF	FFFF	FFFF	0000	00	None
$05/$0B	DDC4	DDD1	AAB0	A0D4	A0D4	None	None	FFFF	FFFF	FFFF	0000	00	None
$05/$0C	DDF3	DE00	default	A0E4	A0E4	None	None	FFFF	FFFF	FFFF	0000	00	None
$05/$0C	DDF3	DE00	AA80	A0E4	A0E4	None	None	FFFF	FFFF	FFFF	0000	00	None
$05/$0C	DDF3	DE00	AAA4	A0E4	A0E4	None	None	FFFF	FFFF	FFFF	0000	00	None
$05/$0C	DDF3	DE00	AAD4	A0E4	A0E4	None	None	FFFF	FFFF	FFFF	0000	00	None
$05/$0D	DE23	DE30	default	A0F4	A0F4	None	None	FFFF	FFFF	FFFF	0000	00	None
$05/$0D	DE23	DE30	AABC	A0F4	A0F4	None	None	FFFF	FFFF	FFFF	0000	00	None
$05/$0E	DE4D	DE5A	default	A104	A104	None	None	FFFF	FFFF	FFFF	0000	00	None
$05/$0E	DE4D	DE5A	AA8C	A104	A104	None	None	FFFF	FFFF	FFFF	0000	00	None
$05/$0E	DE4D	DE5A	AAF8	A104	A104	None	None	FFFF	FFFF	FFFF	0000	00	None
$05/$0F	DE7A	DE87	default	A114	A114	None	None	FFFF	FFFF	FFFF	0000	00	None
$05/$0F	DE7A	DE87	AAEC	A114	A114	None	None	FFFF	FFFF	FFFF	0000	00	None
$05/$0F	DE7A	DE87	AB10	A114	A114	None	None	FFFF	FFFF	FFFF	0000	00	None
$05/$10	DEA7	DEB4	default	A124	A124	None	None	FFFF	FFFF	FFFF	0000	00	None
$05/$10	DEA7	DEB4	AB04	A124	A124	None	None	FFFF	FFFF	FFFF	0000	00	None
$05/$10	DEA7	DEB4	AB28	A124	A124	None	None	FFFF	FFFF	FFFF	0000	00	None
$05/$11	DEDE	DEEB	default	A134	A134	Acid	Acid	05E0	05E0	0010	0000	01	VisibleLavaOrAcid
$05/$11	DEDE	DEEB	8B6E	A134	A134	Acid	Acid	05E0	05E0	0010	0000	01	VisibleLavaOrAcid
$05/$11	DEDE	DEEB	AB1C	A134	A134	Acid	Acid	05E0	05E0	0010	0000	01	VisibleLavaOrAcid
$05/$12	DF1B	DF28	default	A144	none	None	None	0000	0000	0000	0000	00	None
$05/$12	DF1B	DF28	A99C	A144	none	None	None	0000	0000	0000	0000	00	None
$06/$00	DF45	DF57	default	A146	A146	CeresElevator	CeresElevator	FFFF	FFFF	FFFF	0000	00	NonLiquidFx
$06/$00	DF45	DF57	AB58	A146	A146	CeresElevator	CeresElevator	FFFF	FFFF	FFFF	0000	00	NonLiquidFx
$06/$00	DF45	DF71	default	A146	A146	CeresElevator	CeresElevator	FFFF	FFFF	FFFF	0000	00	NonLiquidFx
$06/$00	DF45	DF71	AB58	A146	A146	CeresElevator	CeresElevator	FFFF	FFFF	FFFF	0000	00	NonLiquidFx
$06/$01	DF8D	DF9F	default	A156	none	None	None	0000	0000	0000	0000	00	None
$06/$01	DF8D	DF9F	AB4C	A156	none	None	None	0000	0000	0000	0000	00	None
$06/$01	DF8D	DF9F	AB70	A156	none	None	None	0000	0000	0000	0000	00	None
$06/$01	DF8D	DFB9	default	A17E	none	None	None	0000	0000	0000	0000	00	None
$06/$01	DF8D	DFB9	AB4C	A17E	none	None	None	0000	0000	0000	0000	00	None
$06/$01	DF8D	DFB9	AB70	A17E	none	None	None	0000	0000	0000	0000	00	None
$06/$02	DFD7	DFE9	default	A158	none	None	None	0000	0000	0000	0000	00	None
$06/$02	DFD7	DFE9	AB64	A158	none	None	None	0000	0000	0000	0000	00	None
$06/$02	DFD7	DFE9	AB88	A158	none	None	None	0000	0000	0000	0000	00	None
$06/$02	DFD7	E003	default	A180	none	None	None	0000	0000	0000	0000	00	None
$06/$02	DFD7	E003	AB64	A180	none	None	None	0000	0000	0000	0000	00	None
$06/$02	DFD7	E003	AB88	A180	none	None	None	0000	0000	0000	0000	00	None
$06/$03	E021	E033	default	A15A	none	None	None	0000	0000	0000	0000	00	None
$06/$03	E021	E033	AB7C	A15A	none	None	None	0000	0000	0000	0000	00	None
$06/$03	E021	E033	ABA0	A15A	none	None	None	0000	0000	0000	0000	00	None
$06/$03	E021	E04D	default	A182	none	None	None	0000	0000	0000	0000	00	None
$06/$03	E021	E04D	AB7C	A182	none	None	None	0000	0000	0000	0000	00	None
$06/$03	E021	E04D	ABA0	A182	none	None	None	0000	0000	0000	0000	00	None
$06/$04	E06B	E07D	default	A15C	none	None	None	0000	0000	0000	0000	00	None
$06/$04	E06B	E07D	AB94	A15C	none	None	None	0000	0000	0000	0000	00	None
$06/$04	E06B	E07D	ABB8	A15C	none	None	None	0000	0000	0000	0000	00	None
$06/$04	E06B	E097	default	A184	none	None	None	0000	0000	0000	0000	00	None
$06/$04	E06B	E097	AB94	A184	none	None	None	0000	0000	0000	0000	00	None
$06/$04	E06B	E097	ABB8	A184	none	None	None	0000	0000	0000	0000	00	None
$06/$05	E0B5	E0C7	default	A15E	A15E	CeresRidley	CeresRidley	FFFF	FFFF	FFFF	0000	00	NonLiquidFx
$06/$05	E0B5	E0C7	ABAC	A15E	A15E	CeresRidley	CeresRidley	FFFF	FFFF	FFFF	0000	00	NonLiquidFx
$06/$05	E0B5	E0E1	default	A186	none	None	None	0000	0000	0000	0000	00	None
$06/$05	E0B5	E0E1	ABAC	A186	none	None	None	0000	0000	0000	0000	00	None
